"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time"
"1","SERGIO MORAES","21","0","0","0","Welterweight","KO/TKO","3","2:18"
"0","OMARI AKHMEDOV","35","1","0","0","Welterweight","KO/TKO","3","2:18"
"1","BENSON HENDERSON","86","3","0","1","Welterweight","S-DEC","5","5:00"
"0","JORGE MASVIDAL","77","1","1","0","Welterweight","S-DEC","5","5:00"
"1","DONG HYUN KIM","6","1","0","1","Welterweight","KO/TKO","1","3:11"
"0","DOMINIC WATERS","0","0","0","0","Welterweight","KO/TKO","1","3:11"
"1","ALBERTO MINA","69","2","0","0","Welterweight","S-DEC","3","5:00"
"0","YOSHIHIRO AKIYAMA","78","0","0","1","Welterweight","S-DEC","3","5:00"
"1","DOOHO CHOI","18","0","0","0","Featherweight","KO/TKO","1","1:33"
"0","SAM SICILIA","8","0","0","0","Featherweight","KO/TKO","1","1:33"
"1","DONGI YANG","29","1","0","0","Middleweight","KO/TKO","2","1:50"
"0","JAKE COLLIER","22","0","0","2","Middleweight","KO/TKO","2","1:50"
"1","MIKE DE LA TORRE","47","0","0","0","Featherweight","S-DEC","3","5:00"
"0","YUI CHUL NAM","53","1","0","0","Featherweight","S-DEC","3","5:00"
"1","TAE HYUN BANG","54","1","2","0","Lightweight","S-DEC","3","5:00"
"0","LEO KUNTZ","31","3","1","2","Lightweight","S-DEC","3","5:00"
"1","SEOHEE HAM","71","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"0","CORTNEY CASEY","78","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","FREDY SERRANO","3","1","0","1","Flyweight","KO/TKO","1","0:44"
"0","YAO ZHIKUI","1","0","0","0","Flyweight","KO/TKO","1","0:44"
"1","MARCO BELTRAN","30","1","0","0","Bantamweight","S-DEC","3","5:00"
"0","NING GUANGYOU","23","0","0","0","Bantamweight","S-DEC","3","5:00"
"1","DOMINIQUE STEELE","36","4","0","1","Welterweight","KO/TKO","3","0:27"
"0","DONG HYUN KIM","19","0","0","0","Welterweight","KO/TKO","3","0:27"
"1","NEIL MAGNY","54","6","0","5","Welterweight","S-DEC","5","5:00"
"0","KELVIN GASTELUM","54","2","0","3","Welterweight","S-DEC","5","5:00"
"1","RICARDO LAMAS","57","3","0","0","Featherweight","U-DEC","3","5:00"
"0","DIEGO SANCHEZ","30","1","0","0","Featherweight","U-DEC","3","5:00"
"1","HENRY CEJUDO","43","2","0","0","Flyweight","S-DEC","3","5:00"
"0","JUSSIER FORMIGA","25","0","0","0","Flyweight","S-DEC","3","5:00"
"1","ERICK MONTANO","49","2","0","1","Welterweight","S-DEC","3","5:00"
"0","ENRIQUE MARIN","27","1","0","0","Welterweight","S-DEC","3","5:00"
"1","ENRIQUE BARZOLA","38","5","0","1","Lightweight","U-DEC","3","5:00"
"0","HORACIO GUTIERREZ","10","0","0","0","Lightweight","U-DEC","3","5:00"
"1","LEANDRO SILVA","35","0","0","1","Lightweight","U-DEC","3","5:00"
"0","EFRAIN ESCUDERO","24","2","0","0","Lightweight","U-DEC","3","5:00"
"1","ERIK PEREZ","31","1","0","2","Bantamweight","U-DEC","3","5:00"
"0","TAYLOR LAPILUS","20","0","1","0","Bantamweight","U-DEC","3","5:00"
"1","BARTOSZ FABINSKI","25","6","0","9","Welterweight","U-DEC","3","5:00"
"0","HECTOR URBINA","10","0","3","0","Welterweight","U-DEC","3","5:00"
"1","ALEJANDRO PEREZ","39","0","0","0","Bantamweight","KO/TKO","2","4:26"
"0","SCOTT JORGENSEN","11","2","0","0","Bantamweight","KO/TKO","2","4:26"
"1","ANDRE FILI","16","1","0","0","Featherweight","KO/TKO","1","3:13"
"0","GABRIEL BENITEZ","11","0","0","0","Featherweight","KO/TKO","1","3:13"
"1","ALVARO HERRERA","4","0","0","0","Welterweight","KO/TKO","1","0:30"
"0","VERNON RAMOS","2","0","0","0","Welterweight","KO/TKO","1","0:30"
"1","MARCO POLO REYES","10","0","0","0","Lightweight","KO/TKO","1","3:42"
"0","CESAR ARZAMENDIA","16","3","0","0","Lightweight","KO/TKO","1","3:42"
"1","MICHEL PRAZERES","20","1","0","0","Lightweight","S-DEC","3","5:00"
"0","VALMIR LAZARO","41","0","0","1","Lightweight","S-DEC","3","5:00"
"1","HOLLY HOLM","38","1","0","0","Women's Bantamweight","KO/TKO","2","0:59"
"0","RONDA ROUSEY","17","0","0","0","Women's Bantamweight","KO/TKO","2","0:59"
"1","JOANNA JEDRZEJCZYK","220","0","0","0","Women's Strawweight","U-DEC","5","5:00"
"0","VALERIE LETOURNEAU","103","1","0","0","Women's Strawweight","U-DEC","5","5:00"
"1","MARK HUNT","12","0","0","0","Heavyweight","KO/TKO","1","3:41"
"0","ANTONIO SILVA","9","0","0","0","Heavyweight","KO/TKO","1","3:41"
"1","ROBERT WHITTAKER","67","1","0","6","Middleweight","U-DEC","3","5:00"
"0","URIAH HALL","45","0","0","0","Middleweight","U-DEC","3","5:00"
"1","JARED ROSHOLT","16","4","0","7","Heavyweight","U-DEC","3","5:00"
"0","STEFAN STRUVE","33","1","0","1","Heavyweight","U-DEC","3","5:00"
"1","JAKE MATTHEWS","62","1","0","0","Lightweight","KO/TKO","2","5:00"
"0","AKBARH ARREOLA","21","0","0","1","Lightweight","KO/TKO","2","5:00"
"1","KYLE NOKE","23","0","0","0","Welterweight","KO/TKO","1","2:01"
"0","PETER SOBOTTA","2","0","0","0","Welterweight","KO/TKO","1","2:01"
"1","GIAN VILLANTE","19","0","0","0","Light Heavyweight","KO/TKO","1","2:56"
"0","ANTHONY PEROSH","6","0","0","0","Light Heavyweight","KO/TKO","1","2:56"
"1","DANNY MARTINEZ","54","9","0","3","Flyweight","U-DEC","3","5:00"
"0","RICHIE VACULIK","63","3","0","2","Flyweight","U-DEC","3","5:00"
"1","DANIEL KELLY","63","5","0","8","Middleweight","U-DEC","3","5:00"
"0","STEVE MONTGOMERY","77","0","0","0","Middleweight","U-DEC","3","5:00"
"1","RICHARD WALSH","93","0","0","0","Welterweight","U-DEC","3","5:00"
"0","STEVE KENNEDY","38","3","0","1","Welterweight","U-DEC","3","5:00"
"1","JAMES MOONTASRI","11","0","0","0","Welterweight","KO/TKO","1","4:36"
"0","ANTON ZAFIR","17","1","0","1","Welterweight","KO/TKO","1","4:36"
"1","BEN NGUYEN","11","0","2","2","Flyweight","SUB","1","2:35"
"0","RYAN BENOIT","1","0","0","0","Flyweight","SUB","1","2:35"
"1","VITOR BELFORT","6","0","0","0","Middleweight","KO/TKO","1","2:07"
"0","DAN HENDERSON","3","0","0","0","Middleweight","KO/TKO","1","2:07"
"1","GLOVER TEIXEIRA","54","0","0","0","Light Heavyweight","KO/TKO","2","1:12"
"0","PATRICK CUMMINS","33","4","0","4","Light Heavyweight","KO/TKO","2","1:12"
"1","THOMAS ALMEIDA","24","0","0","0","Bantamweight","KO/TKO","1","4:24"
"0","ANTHONY BIRCHAK","27","0","0","0","Bantamweight","KO/TKO","1","4:24"
"1","ALEX OLIVEIRA","42","0","0","1","Lightweight","KO/TKO","3","0:51"
"0","PIOTR HALLMANN","36","1","0","1","Lightweight","KO/TKO","3","0:51"
"1","RASHID MAGOMEDOV","80","2","0","0","Lightweight","U-DEC","3","5:00"
"0","GILBERT BURNS","28","2","0","1","Lightweight","U-DEC","3","5:00"
"1","COREY ANDERSON","60","6","0","5","Light Heavyweight","U-DEC","3","5:00"
"0","FABIO MALDONADO","26","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","ABEL TRUJILLO","0","0","0","0","Lightweight","DQ","1","1:45"
"0","GLEISON TIBAU","3","2","1","3","Lightweight","DQ","1","1:45"
"1","JOHNNY CASE","74","0","0","1","Lightweight","U-DEC","3","5:00"
"0","YAN CABRAL","31","3","0","5","Lightweight","U-DEC","3","5:00"
"1","THIAGO TAVARES","2","0","1","0","Featherweight","SUB","1","0:39"
"0","CLAY GUIDA","3","1","0","0","Featherweight","SUB","1","0:39"
"1","CHAS SKELLY","7","2","2","3","Featherweight","SUB","2","1:56"
"0","KEVIN SOUZA","19","0","0","1","Featherweight","SUB","2","1:56"
"1","VISCARDI ANDRADE","78","0","0","0","Welterweight","U-DEC","3","5:00"
"0","GASAN UMALATOV","38","0","0","0","Welterweight","U-DEC","3","5:00"
"1","JIMMIE RIVERA","96","0","0","0","Bantamweight","S-DEC","3","5:00"
"0","PEDRO MUNHOZ","66","0","0","0","Bantamweight","S-DEC","3","5:00"
"1","MATHEUS NICOLAU","46","3","3","5","Bantamweight","SUB","3","3:27"
"0","BRUNO KOREA","27","0","0","0","Bantamweight","SUB","3","3:27"
"1","LOUIS SMOLKA","59","0","2","2","Flyweight","SUB","2","4:09"
"0","PADDY HOLOHAN","16","4","0","4","Flyweight","SUB","2","4:09"
"1","NORMAN PARKE","47","1","0","1","Lightweight","U-DEC","3","5:00"
"0","REZA MADADI","33","1","0","0","Lightweight","U-DEC","3","5:00"
"","NICOLAS DALBY","84","2","0","2","Welterweight","M-DEC","","3"
"","DARREN TILL","49","0","0","0","Welterweight","M-DEC","","3"
"1","DANIEL CORMIER","140","1","0","2","Light Heavyweight","S-DEC","5","5:00"
"0","ALEXANDER GUSTAFSSON","120","1","0","0","Light Heavyweight","S-DEC","5","5:00"
"1","RYAN BADER","52","1","0","0","Light Heavyweight","U-DEC","3","5:00"
"0","RASHAD EVANS","25","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","RUSLAN MAGOMEDOV","71","0","0","0","Heavyweight","U-DEC","3","5:00"
"0","SHAWN JORDAN","20","1","0","0","Heavyweight","U-DEC","3","5:00"
"1","JOSEPH BENAVIDEZ","48","0","0","0","Flyweight","U-DEC","3","5:00"
"0","ALI BAGAUTINOV","31","0","0","0","Flyweight","U-DEC","3","5:00"
"1","JULIANNA PENA","34","3","3","6","Women's Bantamweight","U-DEC","3","5:00"
"0","JESSICA EYE","30","1","1","3","Women's Bantamweight","U-DEC","3","5:00"
"1","YAIR RODRIGUEZ","52","2","0","2","Featherweight","U-DEC","3","5:00"
"0","DAN HOOKER","19","1","0","0","Featherweight","U-DEC","3","5:00"
"1","ALBERT TUMENOV","19","0","0","0","Welterweight","KO/TKO","1","2:55"
"0","ALAN JOUBAN","17","0","0","0","Welterweight","KO/TKO","1","2:55"
"1","ADRIANO MARTINS","3","0","0","0","Lightweight","KO/TKO","1","1:46"
"0","ISLAM MAKHACHEV","4","0","0","0","Lightweight","KO/TKO","1","1:46"
"1","ROSE NAMAJUNAS","13","1","1","2","Women's Strawweight","SUB","1","2:47"
"0","ANGELA HILL","12","0","0","0","Women's Strawweight","SUB","1","2:47"
"1","SAGE NORTHCUTT","21","1","0","1","Lightweight","KO/TKO","1","0:57"
"0","FRANCISCO TREVINO","1","0","0","0","Lightweight","KO/TKO","1","0:57"
"1","SERGIO PETTIS","37","3","0","6","Flyweight","U-DEC","3","5:00"
"0","CHRIS CARIASO","37","0","1","3","Flyweight","U-DEC","3","5:00"
"1","DERRICK LEWIS","41","0","0","5","Heavyweight","KO/TKO","3","1:15"
"0","VIKTOR PESTA","8","5","0","4","Heavyweight","KO/TKO","3","1:15"
"1","JOSH BARNETT","146","0","0","0","Heavyweight","U-DEC","5","5:00"
"0","ROY NELSON","60","4","0","2","Heavyweight","U-DEC","5","5:00"
"1","URIAH HALL","18","0","1","0","Middleweight","KO/TKO","2","0:25"
"0","GEGARD MOUSASI","17","1","1","7","Middleweight","KO/TKO","2","0:25"
"1","KYOJI HORIGUCHI","78","0","0","0","Flyweight","U-DEC","3","5:00"
"0","CHICO CAMUS","63","0","0","0","Flyweight","U-DEC","3","5:00"
"1","TAKEYA MIZUGAKI","70","0","0","0","Bantamweight","U-DEC","3","5:00"
"0","GEORGE ROOP","47","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","DIEGO BRANDAO","14","0","0","0","Featherweight","KO/TKO","1","0:28"
"0","KATSUNORI KIKUNO","1","0","0","0","Featherweight","KO/TKO","1","0:28"
"","MIZUTO HIROTA","62","2","0","0","Featherweight","S-DEC","","3"
"","TERUTO ISHIHARA","88","0","0","0","Featherweight","S-DEC","","3"
"1","DEMETRIOUS JOHNSON","88","4","0","0","Flyweight","U-DEC","5","5:00"
"0","JOHN DODSON","58","1","0","0","Flyweight","U-DEC","5","5:00"
"1","ANDREI ARLOVSKI","39","0","0","0","Heavyweight","U-DEC","3","5:00"
"0","FRANK MIR","24","1","0","1","Heavyweight","U-DEC","3","5:00"
"1","ANTHONY JOHNSON","25","2","0","1","Light Heavyweight","KO/TKO","2","0:28"
"0","JIMI MANUWA","8","0","0","0","Light Heavyweight","KO/TKO","2","0:28"
"1","COREY ANDERSON","84","4","0","6","Light Heavyweight","U-DEC","3","5:00"
"0","JAN BLACHOWICZ","20","1","1","1","Light Heavyweight","U-DEC","3","5:00"
"1","PAIGE VANZANT","73","3","1","3","Women's Strawweight","SUB","3","1:01"
"0","ALEX CHAMBERS","30","0","1","0","Women's Strawweight","SUB","3","1:01"
"1","ROSS PEARSON","62","1","0","0","Lightweight","S-DEC","3","5:00"
"0","PAUL FELDER","60","0","0","0","Lightweight","S-DEC","3","5:00"
"1","JOHN LINEKER","28","0","1","0","Bantamweight","SUB","1","2:08"
"0","FRANCISCO RIVERA","16","0","0","0","Bantamweight","SUB","1","2:08"
"1","RAQUEL PENNINGTON","41","2","1","1","Women's Bantamweight","SUB","2","4:58"
"0","JESSICA ANDRADE","41","4","1","0","Women's Bantamweight","SUB","2","4:58"
"1","TIAGO TRATOR","52","1","1","6","Featherweight","S-DEC","3","5:00"
"0","CLAY COLLARD","84","1","0","0","Featherweight","S-DEC","3","5:00"
"1","JOE RIGGS","35","2","0","2","Middleweight","DQ","2","2:28"
"0","RON STALLINGS","24","0","0","1","Middleweight","DQ","2","2:28"
"1","JOAQUIM SILVA","49","0","0","0","Lightweight","S-DEC","3","5:00"
"0","NAZARENO MALEGARIE","58","1","0","0","Lightweight","S-DEC","3","5:00"
"1","MAX HOLLOWAY","14","0","0","0","Featherweight","KO/TKO","1","1:39"
"0","CHARLES OLIVEIRA","5","0","0","0","Featherweight","KO/TKO","1","1:39"
"1","NEIL MAGNY","68","4","0","3","Welterweight","U-DEC","3","5:00"
"0","ERICK SILVA","29","3","0","2","Welterweight","U-DEC","3","5:00"
"1","PATRICK COTE","60","0","0","1","Welterweight","KO/TKO","3","1:26"
"0","JOSHUA BURKMAN","45","1","0","1","Welterweight","KO/TKO","3","1:26"
"1","FRANCISCO TRINALDO","17","0","0","2","Lightweight","KO/TKO","1","2:43"
"0","CHAD LAPRISE","8","0","0","0","Lightweight","KO/TKO","1","2:43"
"1","OLIVIER AUBIN-MERCIER","3","6","0","4","Lightweight","U-DEC","3","5:00"
"0","TONY SIMS","23","0","1","0","Lightweight","U-DEC","3","5:00"
"1","VALERIE LETOURNEAU","69","1","0","1","Women's Strawweight","U-DEC","3","5:00"
"0","MARYNA MOROZ","55","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","FRANKIE PEREZ","12","0","0","1","Lightweight","KO/TKO","1","0:54"
"0","SAM STOUT","2","0","0","0","Lightweight","KO/TKO","1","0:54"
"1","FELIPE ARANTES","4","0","1","0","Bantamweight","SUB","1","4:21"
"0","YVES JABOUIN","5","2","0","2","Bantamweight","SUB","1","4:21"
"1","NIKITA KRYLOV","21","0","1","2","Light Heavyweight","SUB","1","2:29"
"0","MARCOS ROGERIO DE LIMA","5","0","2","0","Light Heavyweight","SUB","1","2:29"
"1","CHRIS KELADES","50","1","0","1","Flyweight","S-DEC","3","5:00"
"0","CHRIS BEAL","47","2","0","5","Flyweight","S-DEC","3","5:00"
"1","SHANE CAMPBELL","44","2","0","1","Lightweight","U-DEC","3","5:00"
"0","ELIAS SILVERIO","22","2","0","3","Lightweight","U-DEC","3","5:00"
"1","MISHA CIRKUNOV","24","3","0","5","Light Heavyweight","KO/TKO","1","4:45"
"0","DANIEL JOLLY","6","0","0","1","Light Heavyweight","KO/TKO","1","4:45"
"1","GLOVER TEIXEIRA","53","5","1","11","Light Heavyweight","SUB","3","3:10"
"0","OVINCE SAINT PREUX","30","0","0","2","Light Heavyweight","SUB","3","3:10"
"1","BENEIL DARIUSH","75","0","0","0","Lightweight","S-DEC","3","5:00"
"0","MICHAEL JOHNSON","84","0","0","0","Lightweight","S-DEC","3","5:00"
"1","DEREK BRUNSON","27","0","0","0","Middleweight","KO/TKO","1","2:19"
"0","SAM ALVEY","4","0","0","0","Middleweight","KO/TKO","1","2:19"
"1","JARED ROSHOLT","19","2","1","3","Heavyweight","U-DEC","3","5:00"
"0","TIM JOHNSON","26","3","0","0","Heavyweight","U-DEC","3","5:00"
"1","AMANDA NUNES","27","0","1","1","Women's Bantamweight","SUB","1","2:53"
"0","SARA MCMANN","2","0","0","0","Women's Bantamweight","SUB","1","2:53"
"1","RAY BORG","26","3","2","19","Flyweight","U-DEC","3","5:00"
"0","GEANE HERRERA","7","0","0","1","Flyweight","U-DEC","3","5:00"
"1","URIAH HALL","11","1","0","0","Middleweight","KO/TKO","1","2:32"
"0","OLUWALE BAMGBOSE","7","0","0","0","Middleweight","KO/TKO","1","2:32"
"1","CHRIS CAMOZZI","87","3","2","3","Middleweight","U-DEC","3","5:00"
"0","TOM WATSON","82","1","0","0","Middleweight","U-DEC","3","5:00"
"1","DUSTIN ORTIZ","92","4","1","7","Flyweight","KO/TKO","3","2:58"
"0","WILLIE GATES","13","0","0","0","Flyweight","KO/TKO","3","2:58"
"1","FRANKIE SAENZ","80","1","1","0","Bantamweight","S-DEC","3","5:00"
"0","SIRWAN KAKAI","55","3","0","0","Bantamweight","S-DEC","3","5:00"
"1","JONATHAN WILSON","4","0","0","0","Light Heavyweight","KO/TKO","1","0:50"
"0","CHRIS DEMPSEY","0","0","0","0","Light Heavyweight","KO/TKO","1","0:50"
"1","MARLON VERA","25","0","2","0","Bantamweight","SUB","2","2:15"
"0","ROMAN SALAZAR","14","1","0","0","Bantamweight","SUB","2","2:15"
"1","SCOTT HOLTZMAN","71","1","1","2","Lightweight","SUB","3","2:40"
"0","ANTHONY CHRISTODOULOU","31","0","0","0","Lightweight","SUB","3","2:40"
"1","RONDA ROUSEY","19","0","0","0","Women's Bantamweight","KO/TKO","1","0:34"
"0","BETHE CORREIA","9","0","0","0","Women's Bantamweight","KO/TKO","1","0:34"
"1","MAURICIO RUA","53","2","0","2","Light Heavyweight","U-DEC","3","5:00"
"0","ANTONIO ROGERIO NOGUEIRA","63","0","1","0","Light Heavyweight","U-DEC","3","5:00"
"1","GLAICO FRANCA","23","4","1","3","Lightweight","SUB","3","4:46"
"0","FERNANDO BRUNO","20","2","0","1","Lightweight","SUB","3","4:46"
"1","REGINALDO VIEIRA","59","0","2","1","Bantamweight","U-DEC","3","5:00"
"0","DILENO LOPES","46","3","3","1","Bantamweight","U-DEC","3","5:00"
"1","STEFAN STRUVE","93","0","0","0","Heavyweight","U-DEC","3","5:00"
"0","MINOTAURO NOGUEIRA","59","1","0","1","Heavyweight","U-DEC","3","5:00"
"1","ANTONIO SILVA","16","0","0","0","Heavyweight","KO/TKO","2","0:41"
"0","SOA PALELEI","19","1","0","1","Heavyweight","KO/TKO","2","0:41"
"1","CLAUDIA GADELHA","111","4","0","3","Women's Strawweight","U-DEC","3","5:00"
"0","JESSICA AGUILAR","70","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","DEMIAN MAIA","13","2","1","10","Welterweight","SUB","2","2:52"
"0","NEIL MAGNY","0","0","0","0","Welterweight","SUB","2","2:52"
"1","PATRICK CUMMINS","49","8","0","1","Light Heavyweight","KO/TKO","3","0:45"
"0","RAFAEL FEIJAO","23","0","0","0","Light Heavyweight","KO/TKO","3","0:45"
"1","WARLLEY ALVES","17","2","1","3","Welterweight","SUB","2","4:11"
"0","NORDINE TALEB","17","0","0","0","Welterweight","SUB","2","4:11"
"1","IURI ALCANTARA","53","0","0","4","Bantamweight","U-DEC","3","5:00"
"0","LEANDRO ISSA","26","1","0","4","Bantamweight","U-DEC","3","5:00"
"1","VITOR MIRANDA","57","1","0","2","Middleweight","KO/TKO","2","2:38"
"0","CLINT HESTER","15","1","0","1","Middleweight","KO/TKO","2","2:38"
"1","GUIDO CANNETTI","32","4","0","2","Bantamweight","U-DEC","3","5:00"
"0","HUGO VIANA","13","1","0","0","Bantamweight","U-DEC","3","5:00"
"1","TJ DILLASHAW","117","0","0","0","Bantamweight","KO/TKO","4","0:35"
"0","RENAN BARAO","62","0","0","0","Bantamweight","KO/TKO","4","0:35"
"1","MIESHA TATE","58","1","2","3","Women's Bantamweight","U-DEC","3","5:00"
"0","JESSICA EYE","56","0","0","0","Women's Bantamweight","U-DEC","3","5:00"
"1","EDSON BARBOZA","64","0","0","0","Lightweight","U-DEC","3","5:00"
"0","PAUL FELDER","47","0","0","0","Lightweight","U-DEC","3","5:00"
"1","JOE LAUZON","15","1","0","1","Lightweight","KO/TKO","1","2:37"
"0","TAKANORI GOMI","7","0","0","0","Lightweight","KO/TKO","1","2:37"
"1","TOM LAWLOR","22","0","0","0","Light Heavyweight","KO/TKO","2","0:27"
"0","GIAN VILLANTE","31","1","0","0","Light Heavyweight","KO/TKO","2","0:27"
"1","JIM MILLER","45","2","0","2","Lightweight","S-DEC","3","5:00"
"0","DANNY CASTILLO","35","0","0","2","Lightweight","S-DEC","3","5:00"
"1","BEN SAUNDERS","98","0","0","0","Welterweight","S-DEC","3","5:00"
"0","KENNY ROBERTSON","91","2","0","1","Welterweight","S-DEC","3","5:00"
"1","BRYAN CARAWAY","61","0","0","0","Bantamweight","U-DEC","3","5:00"
"0","EDDIE WINELAND","52","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","JAMES KRAUSE","10","1","1","1","Lightweight","SUB","1","1:27"
"0","DARON CRUICKSHANK","6","0","0","0","Lightweight","SUB","1","1:27"
"1","ANDREW HOLBROOK","20","0","2","0","Lightweight","S-DEC","3","5:00"
"0","RAMSEY NIJEM","29","6","0","5","Lightweight","S-DEC","3","5:00"
"1","ELIZABETH PHILLIPS","49","2","1","6","Women's Bantamweight","U-DEC","3","5:00"
"0","JESSAMYN DUKE","36","2","3","1","Women's Bantamweight","U-DEC","3","5:00"
"1","ZAK CUMMINGS","14","0","0","0","Middleweight","KO/TKO","1","0:43"
"0","DOMINIQUE STEELE","2","0","0","0","Middleweight","KO/TKO","1","0:43"
"1","MICHAEL BISPING","115","0","0","0","Middleweight","S-DEC","5","5:00"
"0","THALES LEITES","79","1","0","0","Middleweight","S-DEC","5","5:00"
"1","EVAN DUNHAM","26","5","1","2","Lightweight","U-DEC","3","5:00"
"0","ROSS PEARSON","16","0","0","0","Lightweight","U-DEC","3","5:00"
"1","JOE DUFFY","8","0","1","0","Lightweight","SUB","1","3:05"
"0","IVAN JORGE","7","0","0","0","Lightweight","SUB","1","3:05"
"1","JOANNE CALDERWOOD","90","3","0","2","Women's Strawweight","U-DEC","3","5:00"
"0","CORTNEY CASEY","57","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","LEON EDWARDS","36","0","0","2","Welterweight","U-DEC","3","5:00"
"0","PAWEL PAWLAK","24","0","0","0","Welterweight","U-DEC","3","5:00"
"1","STEVIE RAY","19","0","0","0","Lightweight","KO/TKO","1","2:30"
"0","LEONARDO MAFRA","23","0","0","0","Lightweight","KO/TKO","1","2:30"
"1","PADDY HOLOHAN","28","1","2","4","Flyweight","U-DEC","3","5:00"
"0","VAUGHAN LEE","27","0","1","2","Flyweight","U-DEC","3","5:00"
"1","ILIR LATIFI","7","0","0","0","Light Heavyweight","KO/TKO","1","0:56"
"0","HANS STRINGER","2","0","0","0","Light Heavyweight","KO/TKO","1","0:56"
"1","MICKAEL LEBOUT","43","0","0","3","Lightweight","U-DEC","3","5:00"
"0","TEEMU PACKALEN","35","3","1","9","Lightweight","U-DEC","3","5:00"
"1","ROB WHITEFORD","20","0","0","1","Featherweight","KO/TKO","1","3:04"
"0","PAUL REDMOND","11","0","0","0","Featherweight","KO/TKO","1","3:04"
"1","JIMMIE RIVERA","15","0","0","0","Bantamweight","KO/TKO","1","1:29"
"0","MARCUS BRIMAGE","9","0","0","0","Bantamweight","KO/TKO","1","1:29"
"1","DANIEL OMIELANCZUK","15","0","0","0","Heavyweight","KO/TKO","1","0:48"
"0","CHRIS DE LA ROCHA","1","0","0","0","Heavyweight","KO/TKO","1","0:48"
"1","FRANK MIR","16","0","0","0","Heavyweight","KO/TKO","1","1:13"
"0","TODD DUFFEE","9","0","0","0","Heavyweight","KO/TKO","1","1:13"
"1","TONY FERGUSON","83","0","2","0","Lightweight","U-DEC","3","5:00"
"0","JOSH THOMSON","33","1","0","0","Lightweight","U-DEC","3","5:00"
"1","HOLLY HOLM","65","1","0","0","Women's Bantamweight","U-DEC","3","5:00"
"0","MARION RENEAU","26","0","0","0","Women's Bantamweight","U-DEC","3","5:00"
"1","MANVEL GAMBURYAN","42","5","2","0","Bantamweight","U-DEC","3","5:00"
"0","SCOTT JORGENSEN","36","1","0","0","Bantamweight","U-DEC","3","5:00"
"1","KEVIN LEE","9","1","1","1","Lightweight","SUB","1","2:56"
"0","JAMES MOONTASRI","6","0","0","0","Lightweight","SUB","1","2:56"
"1","ALAN JOUBAN","51","1","0","0","Welterweight","U-DEC","3","5:00"
"0","MATT DWYER","29","0","0","0","Welterweight","U-DEC","3","5:00"
"1","SAM SICILIA","12","2","4","2","Featherweight","U-DEC","3","5:00"
"0","YAOTZIN MEZA","18","1","1","1","Featherweight","U-DEC","3","5:00"
"1","JESSICA ANDRADE","50","3","0","7","Women's Bantamweight","U-DEC","3","5:00"
"0","SARAH MORAS","18","0","1","1","Women's Bantamweight","U-DEC","3","5:00"
"1","RANI YAHYA","24","4","2","0","Bantamweight","S-DEC","3","5:00"
"0","MASANORI KANEHARA","24","0","0","0","Bantamweight","S-DEC","3","5:00"
"1","SEAN STRICKLAND","71","3","2","1","Welterweight","U-DEC","3","5:00"
"0","IGOR ARAUJO","39","0","0","0","Welterweight","U-DEC","3","5:00"
"1","KEVIN CASEY","41","1","0","2","Middleweight","U-DEC","3","5:00"
"0","ILDEMAR ALCANTARA","20","0","0","2","Middleweight","U-DEC","3","5:00"
"1","LYMAN GOOD","55","0","0","1","Welterweight","KO/TKO","2","3:37"
"0","ANDREW CRAIG","20","0","0","0","Welterweight","KO/TKO","2","3:37"
"1","STEPHEN THOMPSON","20","1","0","1","Welterweight","KO/TKO","1","4:29"
"0","JAKE ELLENBERGER","5","0","0","0","Welterweight","KO/TKO","1","4:29"
"1","KAMARU USMAN","15","6","1","5","Welterweight","SUB","2","1:19"
"0","HAYDER HASSAN","3","0","0","0","Welterweight","SUB","2","1:19"
"1","MICHAEL GRAVES","27","7","0","4","Welterweight","U-DEC","3","5:00"
"0","VICENTE LUQUE","28","0","1","0","Welterweight","U-DEC","3","5:00"
"1","JORGE MASVIDAL","12","0","0","0","Welterweight","KO/TKO","1","4:22"
"0","CEZAR FERREIRA","7","1","0","1","Welterweight","KO/TKO","1","4:22"
"1","MICHELLE WATERSON","47","3","4","9","Women's Strawweight","SUB","3","2:38"
"0","ANGELA MAGANA","8","1","1","0","Women's Strawweight","SUB","3","2:38"
"1","MAXIMO BLANCO","4","0","0","0","Featherweight","KO/TKO","1","0:16"
"0","MIKE DE LA TORRE","1","0","0","0","Featherweight","KO/TKO","1","0:16"
"1","JOSH SAMMAN","12","0","1","1","Middleweight","SUB","1","2:52"
"0","CAIO MAGALHAES","3","0","0","0","Middleweight","SUB","1","2:52"
"1","JERROD SANDERS","15","3","3","8","Bantamweight","U-DEC","3","5:00"
"0","RUSSELL DOANE","13","1","3","6","Bantamweight","U-DEC","3","5:00"
"1","TREVOR SMITH","51","1","0","2","Middleweight","U-DEC","3","5:00"
